major_city,uszip_county,inc_tot,np_cnt,inc_rank,nbr_np_rank,inc_rank_seq,np_cnt_rank_seq,dc_place,Count_Person,Median_Age_Person,dc_all_names,dc_name,dc_usCensusGeoId,dc_latitude,dc_longitude,dc_musicbrainzAreaId,dc_fips553,dc_wikidataId,dc_contained,dc_zip,dc_county,dc_county_name,cnty_sub_o_ind,NAME,cnty_sub_B01001_001E,cnty_sub_state,cnty_sub_county,county subdivision,cnty_sub_name,acs5_name,place_B01001_001E,state,acs5_place_fips,acs5_city,cnty_B01001_001E,state_fips,cnty_fips,county_name,state_name,city_population,city_pop_src
Spencerport,Monroe County,6684308.0,70,496.0,278.0,496,278,geoId/3670189,3685.0,43.6,['Spencerport'],Spencerport,1600000US3670189,43.18838,-77.807434,,,,"['geoId/36', 'geoId/36055', 'zip/14559']",14559,geoId/36055,Monroe County,,,,,,,,"Spencerport village, New York",3670.0,36,70189,Spencerport,756406.0,36.0,055,Monroe County, New York,3670.0,Census ACS5 Places
Canastota,Madison County,10129389.0,70,456.0,278.0,456,279,geoId/3612188,4556.0,35.7,['Canastota'],Canastota,1600000US3612188,43.0808,-75.7536,,36-12188,Q3458188,"['geoId/36', 'geoId/36053', 'zip/13032']",13032,geoId/36053,Madison County,,,,,,,,"Canastota village, New York",4550.0,36,12188,Canastota,68020.0,36.0,053,Madison County, New York,4550.0,Census ACS5 Places
Bellerose,Queens County,18226467.0,70,385.0,278.0,385,280,,,,,,,,,,,,,,,,,,,,,,,"Bellerose village, New York",999.0,36,05639,Bellerose,2360826.0,36.0,081,Queens County, New York,999.0,Census ACS5 Places
Islip,Suffolk County,4078958.0,70,555.0,278.0,555,281,geoId/3638000,339938.0,,['Islip'],Islip,,40.756666666667,-73.198888888889,bd9db85f-4240-4cb2-8a73-ee1ce9fc7495,36-38000,Q1751219,['geoId/36103'],,geoId/36103,Suffolk County,865.0,"Islip town, Suffolk County, New York",339123.0, New York,Suffolk County,38000,Islip,"Islip CDP, New York",17284.0,36,37869,Islip,1524486.0,36.0,103,Suffolk County, New York,339123.0,Census ACS5 County Subdivision
Liberty,Sullivan County,36523145.0,69,318.0,282.0,318,282,wikidataId/Q6541521,10159.0,,['Liberty'],Liberty,,41.801388888889,-74.746666666667,,,Q6541521,['geoId/36105'],,geoId/36105,Sullivan County,881.0,"Liberty town, Sullivan County, New York",10203.0, New York,Sullivan County,42235,Liberty,"Liberty village, New York",5030.0,36,42224,Liberty,78725.0,36.0,105,Sullivan County, New York,10203.0,Census ACS5 County Subdivision
Valley Cottage,Rockland County,96140143.0,69,192.0,282.0,192,283,geoId/3676661,9038.0,51.0,['Valley Cottage'],Valley Cottage,1600000US3676661,41.115486,-73.9425,,36-76661,Q3460245,"['geoId/36', 'geoId/36087']",,geoId/36087,Rockland County,,,,,,,,"Valley Cottage CDP, New York",9069.0,36,76661,Valley Cottage,337326.0,36.0,087,Rockland County, New York,9069.0,Census ACS5 Places
Glenmont,Albany County,24061437.0,69,354.0,282.0,354,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,315041.0,36.0,001,Albany County, New York,,
Lowville,Lewis County,26285432.0,68,348.0,285.0,348,285,geoId/3643731,4888.0,,['Lowville'],Lowville,,43.786666666667,-75.492222222222,,36-43731,Q6694215,['geoId/36049'],,geoId/36049,Lewis County,451.0,"Lowville town, Lewis County, New York",4891.0, New York,Lewis County,43731,Lowville,"Lowville village, New York",3534.0,36,43720,Lowville,26690.0,36.0,049,Lewis County, New York,4891.0,Census ACS5 County Subdivision
Shirley,Suffolk County,5243591.0,67,525.0,286.0,525,286,geoId/3667070,26360.0,39.0,['Shirley'],Shirley,1600000US3667070,40.793602,-72.8711,15c83539-b93d-4883-9920-47539bbb78d2,36-67070,Q2671223,"['geoId/36', 'geoId/36103']",,geoId/36103,Suffolk County,,,,,,,,"Shirley CDP, New York",26498.0,36,67070,Shirley,1524486.0,36.0,103,Suffolk County, New York,26498.0,Census ACS5 Places
East Islip,Suffolk County,7805318.0,67,484.0,286.0,484,287,geoId/3622315,13931.0,43.6,['East Islip'],East Islip,1600000US3622315,40.726249,-73.185,,36-22315,Q3469029,"['geoId/36', 'geoId/36103', 'zip/11730']",11730,geoId/36103,Suffolk County,,,,,,,,"East Islip CDP, New York",13576.0,36,22315,East Islip,1524486.0,36.0,103,Suffolk County, New York,13576.0,Census ACS5 Places
Stony Point,Rockland County,7952370.0,67,480.0,286.0,480,288,geoId/3671674,14813.0,,['Stony Point'],Stony Point,,41.237222222222,-74.001111111111,,36-71674,Q3709831,['geoId/36087'],,geoId/36087,Rockland County,731.0,"Stony Point town, Rockland County, New York",14791.0, New York,Rockland County,71674,Stony Point,"Stony Point CDP, New York",12533.0,36,71663,Stony Point,337326.0,36.0,087,Rockland County, New York,14791.0,Census ACS5 County Subdivision
Albion,Orleans County,15433332.0,67,405.0,286.0,405,289,geoId/3601033,5637.0,44.5,['Albion'],Albion,1600000US3601033,43.246024,-78.1902,,,,"['geoId/36', 'geoId/36073', 'zip/14411']",14411,geoId/36073,Orleans County,643.0,"Albion town, Orleans County, New York",7206.0, New York,Orleans County,01044,Albion,"Albion village, New York",5428.0,36,01033,Albion,40148.0,36.0,073,Orleans County, New York,7206.0,Census ACS5 County Subdivision
Hampton Bays,Suffolk County,31827880.0,67,332.0,286.0,332,290,geoId/3631896,15228.0,43.3,['Hampton Bays'],Hampton Bays,1600000US3631896,40.864652,-72.518104,,36-31896,Q3461320,"['geoId/36', 'geoId/36103']",,geoId/36103,Suffolk County,,,,,,,,"Hampton Bays CDP, New York",16939.0,36,31896,Hampton Bays,1524486.0,36.0,103,Suffolk County, New York,16939.0,Census ACS5 Places
Medina,Orleans County,39061199.0,66,308.0,291.0,308,291,geoId/3646415,6047.0,36.4,['Medina'],Medina,1600000US3646415,43.219742,-78.387874,,,,"['geoId/36', 'geoId/36073', 'zip/14103']",14103,geoId/36073,Orleans County,,,,,,,,"Medina village, New York",5827.0,36,46415,Medina,40148.0,36.0,073,Orleans County, New York,5827.0,Census ACS5 Places
Williston Park,Nassau County,97212094.0,66,191.0,291.0,191,292,geoId/3682117,7591.0,42.6,['Williston Park'],Williston Park,1600000US3682117,40.7581,-73.6458,,36-82117,Q3448950,"['geoId/36', 'geoId/36059']",,geoId/36059,Nassau County,,,,,,,,"Williston Park village, New York",7543.0,36,82117,Williston Park,1389160.0,36.0,059,Nassau County, New York,7543.0,Census ACS5 Places
Millbrook,Dutchess County,182168497.0,66,127.0,291.0,127,293,geoId/3647273,1455.0,56.0,['Millbrook'],Millbrook,1600000US3647273,41.7847,-73.6878,21cd2f8b-0018-4bd4-b8bb-f26cb41b25b8,36-47273,Q3178628,"['geoId/36', 'geoId/36027', 'zip/12545']",12545,geoId/36027,Dutchess County,,,,,,,,"Millbrook village, New York",1382.0,36,47273,Millbrook,296467.0,36.0,027,Dutchess County, New York,1382.0,Census ACS5 Places
Seneca Falls,Seneca County,36857116.0,64,317.0,294.0,317,294,geoId/3666333,9027.0,,['Seneca Falls'],Seneca Falls,,42.908611111111,-76.798055555556,,36-66333,Q2270851,['geoId/36099'],,geoId/36099,Seneca County,823.0,"Seneca Falls town, Seneca County, New York",9005.0, New York,Seneca County,66333,Seneca Falls,"Seneca Falls CDP, New York",6895.0,36,66322,Seneca Falls,33651.0,36.0,099,Seneca County, New York,9005.0,Census ACS5 County Subdivision
Cold Spring,Putnam County,70217525.0,64,232.0,294.0,232,295,geoId/3616936,1986.0,41.8,['Cold Spring'],Cold Spring,1600000US3616936,41.4189,-73.9544,fb446cc7-7b90-4b95-a5b5-9d84fc34ec5b,3616936,Q1016615,"['geoId/36', 'geoId/36079', 'zip/10516']",10516,geoId/36079,Putnam County,,,,,,,,"Cold Spring village, New York",1844.0,36,16936,Cold Spring,97942.0,36.0,079,Putnam County, New York,1844.0,Census ACS5 Places
Howard Beach,Queens County,42853467.0,64,287.0,294.0,287,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,2360826.0,36.0,081,Queens County, New York,,
Hamilton,Madison County,781154121.0,64,43.0,294.0,43,297,geoId/3631709,4107.0,20.6,['Hamilton'],Hamilton,1600000US3631709,42.8256,-75.5447,,36-31709,Q3460721,"['geoId/36', 'geoId/36053', 'zip/13346']",13346,geoId/36053,Madison County,484.0,"Hamilton town, Madison County, New York",6385.0, New York,Madison County,31720,Hamilton,"Hamilton village, New York",3882.0,36,31709,Hamilton,68020.0,36.0,053,Madison County, New York,6385.0,Census ACS5 County Subdivision
Arverne,Queens County,55887795.0,64,262.0,294.0,262,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,2360826.0,36.0,081,Queens County, New York,,
Lewiston,Niagara County,17409242.0,63,392.0,299.0,392,299,geoId/3642147,,50.6,['Lewiston'],Lewiston,1600000US3642147,43.166666666667,-78.966666666667,ade7492d-877a-4522-9a4b-ccb533036db6,36-42147,Q985068,"['geoId/36', 'geoId/36063', 'zip/14092']",14092,geoId/36063,Niagara County,536.0,"Lewiston town, Niagara County, New York",15905.0, New York,Niagara County,42158,Lewiston,"Lewiston village, New York",2541.0,36,42147,Lewiston,212230.0,36.0,063,Niagara County, New York,15905.0,Census ACS5 County Subdivision
Pawling,Dutchess County,37074434.0,63,316.0,299.0,316,300,geoId/3656814,1995.0,42.6,['Pawling'],Pawling,1600000US3656814,41.563609,-73.599339,,,,"['geoId/36', 'geoId/36027', 'zip/12564']",12564,geoId/36027,Dutchess County,269.0,"Pawling town, Dutchess County, New York",8020.0, New York,Dutchess County,56825,Pawling,"Pawling village, New York",2021.0,36,56814,Pawling,296467.0,36.0,027,Dutchess County, New York,8020.0,Census ACS5 County Subdivision
Trumansburg,Tompkins County,4873833.0,63,534.0,299.0,534,301,geoId/3675506,1714.0,49.9,['Trumansburg'],Trumansburg,1600000US3675506,42.540306,-76.66,,36-75506,Q3452563,"['geoId/36', 'geoId/36109', 'zip/14886']",14886,geoId/36109,Tompkins County,,,,,,,,"Trumansburg village, New York",1485.0,36,75506,Trumansburg,102555.0,36.0,109,Tompkins County, New York,1485.0,Census ACS5 Places
Maspeth,Queens County,60922431.0,63,252.0,299.0,252,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,2360826.0,36.0,081,Queens County, New York,,
Coram,Suffolk County,1971207.0,62,666.0,303.0,666,303,geoId/3618157,40220.0,42.6,['Coram'],Coram,1600000US3618157,40.881236,-73.005882,95645ee2-09d2-4a1e-b42d-c614d7584807,36-18157,Q3459236,"['geoId/36', 'geoId/36103']",,geoId/36103,Suffolk County,,,,,,,,"Coram CDP, New York",42169.0,36,18157,Coram,1524486.0,36.0,103,Suffolk County, New York,42169.0,Census ACS5 Places
Hilton,Monroe County,5771660.0,62,511.0,303.0,511,304,geoId/3634847,6027.0,38.0,['Hilton'],Hilton,1600000US3634847,43.289972,-77.792559,,,,"['geoId/36', 'geoId/36055', 'zip/14468']",14468,geoId/36055,Monroe County,,,,,,,,"Hilton village, New York",5998.0,36,34847,Hilton,756406.0,36.0,055,Monroe County, New York,5998.0,Census ACS5 Places
Irvington,Westchester County,71380729.0,62,230.0,303.0,230,305,geoId/3637803,6653.0,38.3,['Irvington'],Irvington,1600000US3637803,41.034258,-73.865555555556,,36-37803,Q2640064,"['geoId/36', 'geoId/36119']",,geoId/36119,Westchester County,,,,,,,,"Irvington village, New York",6590.0,36,37803,Irvington,997904.0,36.0,119,Westchester County, New York,6590.0,Census ACS5 Places
Chatham,Columbia County,19315492.0,61,374.0,306.0,374,306,geoId/3614014,4104.0,,['Chatham'],Chatham,,42.4181,-73.5764,,36-14014,Q3723184,['geoId/36021'],,geoId/36021,Columbia County,207.0,"Chatham town, Columbia County, New York",4101.0, New York,Columbia County,14014,Chatham,"Chatham village, New York",1763.0,36,14003,Chatham,61469.0,36.0,021,Columbia County, New York,4101.0,Census ACS5 County Subdivision
North Babylon,Suffolk County,5549620.0,61,516.0,306.0,516,307,geoId/3651440,17927.0,40.1,['North Babylon'],North Babylon,1600000US3651440,40.730555555556,-73.321388888889,,36-51440,Q3460922,"['geoId/36', 'geoId/36103']",,geoId/36103,Suffolk County,,,,,,,,"North Babylon CDP, New York",18393.0,36,51440,North Babylon,1524486.0,36.0,103,Suffolk County, New York,18393.0,Census ACS5 Places
Dunkirk,Chautauqua County,127973353.0,61,162.0,306.0,162,308,geoId/3621105,12743.0,42.4,['Dunkirk'],Dunkirk,1600000US3621105,42.480551,-79.332898,,,,"['geoId/36', 'geoId/36013', 'zip/14048']",14048,geoId/36013,Chautauqua County,133.0,"Dunkirk city, Chautauqua County, New York",12668.0, New York,Chautauqua County,21105,Dunkirk,"Dunkirk city, New York",12668.0,36,21105,Dunkirk,127440.0,36.0,013,Chautauqua County, New York,12668.0,Census ACS5 County Subdivision
Watervliet,Albany County,12229398.0,61,435.0,306.0,435,309,geoId/3678674,10375.0,37.3,['Watervliet'],Watervliet,1600000US3678674,42.724722222222,-73.706111111111,84c02738-46eb-4f18-8738-e01c32912fb2,36-78674,Q1380709,"['geoId/36', 'geoId/36001', 'zip/12189']",12189,geoId/36001,Albany County,11.0,"Watervliet city, Albany County, New York",10325.0, New York,Albany County,78674,Watervliet,"Watervliet city, New York",10325.0,36,78674,Watervliet,315041.0,36.0,001,Albany County, New York,10325.0,Census ACS5 County Subdivision
Lagrangeville,Dutchess County,187223520.0,61,123.0,306.0,123,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,296467.0,36.0,027,Dutchess County, New York,,
Center Moriches,Suffolk County,20491120.0,61,367.0,306.0,367,311,geoId/3613420,8046.0,42.5,['Center Moriches'],Center Moriches,1600000US3613420,40.7978,-72.796524,cbdc2770-2f6a-45bd-ae54-89402e4a5ce5,36-13420,Q3462028,"['geoId/36', 'geoId/36103']",,geoId/36103,Suffolk County,,,,,,,,"Center Moriches CDP, New York",7890.0,36,13420,Center Moriches,1524486.0,36.0,103,Suffolk County, New York,7890.0,Census ACS5 Places
Middle Island,Suffolk County,12083409.0,60,438.0,312.0,438,312,geoId/3646976,10546.0,44.4,['Middle Island'],Middle Island,1600000US3646976,40.885,-72.9433,,36-46976,Q3461670,"['geoId/36', 'geoId/36103']",,geoId/36103,Suffolk County,,,,,,,,"Middle Island CDP, New York",10731.0,36,46976,Middle Island,1524486.0,36.0,103,Suffolk County, New York,10731.0,Census ACS5 Places
Massapequa Park,Nassau County,10611544.0,60,450.0,312.0,450,313,geoId/3645997,17109.0,43.6,['Massapequa Park'],Massapequa Park,1600000US3645997,40.680909,-73.4494,,36-45997,Q3451927,"['geoId/36', 'geoId/36059', 'zip/11762']",11762,geoId/36059,Nassau County,,,,,,,,"Massapequa Park village, New York",17045.0,36,45997,Massapequa Park,1389160.0,36.0,059,Nassau County, New York,17045.0,Census ACS5 Places
Eastchester,Westchester County,11781201.0,59,439.0,314.0,439,314,geoId/3621820,34641.0,,['Eastchester'],Eastchester,,40.9583,-73.8086,,36-21820,Q3709365,['geoId/36119'],,geoId/36119,Westchester County,975.0,"Eastchester town, Westchester County, New York",34198.0, New York,Westchester County,21820,Eastchester,"Eastchester CDP, New York",20633.0,36,21809,Eastchester,997904.0,36.0,119,Westchester County, New York,34198.0,Census ACS5 County Subdivision
Tuckahoe,Westchester County,29718092.0,59,336.0,314.0,336,315,geoId/3675583,7084.0,42.5,['Tuckahoe'],Tuckahoe,1600000US3675583,40.9531,-73.822944,,36-75583,Q3459934,"['geoId/36', 'geoId/36119', 'geoId/3621820']",,geoId/36119,Westchester County,,,,,,,,"Tuckahoe village, New York",6995.0,36,75583,Tuckahoe,997904.0,36.0,119,Westchester County, New York,6995.0,Census ACS5 Places
Highland,Ulster County,5801022.0,59,509.0,314.0,509,316,geoId/3634484,6385.0,41.3,['Highland'],Highland,1600000US3634484,41.721502,-73.96211,,,,"['geoId/36', 'geoId/36111', 'zip/12528']",12528,geoId/36111,Ulster County,,,,,,,,"Highland CDP, New York",6545.0,36,34484,Highland,182153.0,36.0,111,Ulster County, New York,6545.0,Census ACS5 Places
West Nyack,Rockland County,49852851.0,59,276.0,314.0,276,317,geoId/3680599,3649.0,51.1,['West Nyack'],West Nyack,1600000US3680599,41.0911,-73.968833,1af8de50-f9b9-429a-a2f7-5cd2bc7f1dac,36-80599,Q3460105,"['geoId/36', 'geoId/36087', 'zip/10994']",10994,geoId/36087,Rockland County,,,,,,,,"West Nyack CDP, New York",3768.0,36,80599,West Nyack,337326.0,36.0,087,Rockland County, New York,3768.0,Census ACS5 Places
Stone Ridge,Ulster County,14834895.0,58,412.0,318.0,412,318,geoId/3671597,1234.0,38.9,['Stone Ridge'],Stone Ridge,1600000US3671597,41.845833333333,-74.154549,,36-71597,Q3459999,"['geoId/36', 'geoId/36111']",,geoId/36111,Ulster County,,,,,,,,"Stone Ridge CDP, New York",1900.0,36,71597,Stone Ridge,182153.0,36.0,111,Ulster County, New York,1900.0,Census ACS5 Places
Bedford,Westchester County,78074573.0,58,218.0,318.0,218,319,geoId/3605320,17309.0,,['Bedford'],Bedford,,41.225833333333,-73.665,,36-05320,Q2485680,['geoId/36119'],,geoId/36119,Westchester County,973.0,"Bedford town, Westchester County, New York",17179.0, New York,Westchester County,05320,Bedford,"Bedford CDP, New York",2052.0,36,05309,Bedford,997904.0,36.0,119,Westchester County, New York,17179.0,Census ACS5 County Subdivision
Greenlawn,Suffolk County,9434482.0,58,462.0,318.0,462,320,geoId/3630543,13661.0,39.7,['Greenlawn'],Greenlawn,1600000US3630543,40.8578,-73.365754,,36-30543,Q3475569,"['geoId/36', 'geoId/36103']",,geoId/36103,Suffolk County,,,,,,,,"Greenlawn CDP, New York",15169.0,36,30543,Greenlawn,1524486.0,36.0,103,Suffolk County, New York,15169.0,Census ACS5 Places
Albertson,Nassau County,47259231.0,58,279.0,318.0,279,321,geoId/3601011,5220.0,47.1,['Albertson'],Albertson,1600000US3601011,40.770555555556,-73.648155,,36-01011,Q674331,"['geoId/36', 'geoId/36059']",,geoId/36059,Nassau County,,,,,,,,"Albertson CDP, New York",5095.0,36,01011,Albertson,1389160.0,36.0,059,Nassau County, New York,5095.0,Census ACS5 Places
Akron,Erie County,2966574.0,58,599.0,318.0,599,322,geoId/3600441,2888.0,45.7,['Akron'],Akron,1600000US3600441,43.017957,-78.49444,6b269e2c-f5c5-4892-9899-05e19f2ae367,36-00441,Q2538400,"['geoId/36', 'geoId/36029', 'zip/14001']",14001,geoId/36029,Erie County,,,,,,,,"Akron village, New York",2911.0,36,00441,Akron,951232.0,36.0,029,Erie County, New York,2911.0,Census ACS5 Places
Wallkill,Ulster County,4747016.0,57,537.0,323.0,537,323,geoId/3678003,2166.0,40.1,['Wallkill'],Wallkill,1600000US3678003,41.607222222222,-74.164625,,36-78003,Q3292692,"['geoId/36', 'geoId/36111', 'zip/12589']",12589,geoId/36111,Ulster County,,,,,,,,"Wallkill CDP, New York",1859.0,36,78003,Wallkill,182153.0,36.0,111,Ulster County, New York,1859.0,Census ACS5 Places
Herkimer,Herkimer County,58686714.0,57,256.0,323.0,256,324,geoId/3634121,7234.0,47.0,"['Herkimer', 'Herkimer (village), New York']",Herkimer,1600000US3634121,43.0261,-74.9903,,36-34121,Q3134036,"['geoId/36', 'geoId/36043', 'zip/13350']",13350,geoId/36043,Herkimer County,404.0,"Herkimer town, Herkimer County, New York",9608.0, New York,Herkimer County,34132,Herkimer,"Herkimer village, New York",6858.0,36,34121,Herkimer,60293.0,36.0,043,Herkimer County, New York,9608.0,Census ACS5 County Subdivision
Inwood,Nassau County,76720423.0,56,221.0,325.0,221,325,geoId/3637583,11340.0,31.4,['Inwood'],Inwood,1600000US3637583,40.6192,-73.7458,,36-37583,Q3476971,"['geoId/36', 'geoId/36059']",,geoId/36059,Nassau County,,,,,,,,"Inwood CDP, New York",11156.0,36,37583,Inwood,1389160.0,36.0,059,Nassau County, New York,11156.0,Census ACS5 Places
Bedford Hills,Westchester County,81690918.0,56,207.0,325.0,207,326,geoId/3605342,3239.0,39.5,['Bedford Hills'],Bedford Hills,1600000US3605342,41.2367,-73.688149,5676665a-045a-4ce5-a4bf-05bf128f75d5,36-05342,Q3473053,"['geoId/36', 'geoId/36119', 'zip/10507']",10507,geoId/36119,Westchester County,,,,,,,,"Bedford Hills CDP, New York",2304.0,36,05342,Bedford Hills,997904.0,36.0,119,Westchester County, New York,2304.0,Census ACS5 Places
Altamont,Albany County,78780480.0,56,217.0,325.0,217,327,geoId/3601517,1675.0,44.4,['Altamont'],Altamont,1600000US3601517,42.705345,-74.033633,,,,"['geoId/36', 'geoId/36001', 'zip/12009']",12009,geoId/36001,Albany County,,,,,,,,"Altamont village, New York",1745.0,36,01517,Altamont,315041.0,36.0,001,Albany County, New York,1745.0,Census ACS5 Places
Little Falls,Herkimer County,65451766.0,56,241.0,325.0,241,328,geoId/3642741,4605.0,38.3,['Little Falls'],Little Falls,1600000US3642741,43.04278,-74.856688,,36-42741,Q1380663,"['geoId/36', 'geoId/36043', 'zip/13365']",13365,geoId/36043,Herkimer County,406.0,"Little Falls city, Herkimer County, New York",4596.0, New York,Herkimer County,42741,Little Falls,"Little Falls city, New York",4596.0,36,42741,Little Falls,60293.0,36.0,043,Herkimer County, New York,4596.0,Census ACS5 County Subdivision
Jamesville,Onondaga County,28241703.0,56,344.0,325.0,344,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,472637.0,36.0,067,Onondaga County, New York,,
Copiague,Suffolk County,2196358.0,55,640.0,330.0,640,330,geoId/3618146,23429.0,40.1,['Copiague'],Copiague,1600000US3618146,40.670358,-73.392761,,36-18146,Q3452286,"['geoId/36', 'geoId/36103']",,geoId/36103,Suffolk County,,,,,,,,"Copiague CDP, New York",23442.0,36,18146,Copiague,1524486.0,36.0,103,Suffolk County, New York,23442.0,Census ACS5 Places
Wading River,Suffolk County,61337983.0,55,250.0,330.0,250,331,geoId/3677772,7731.0,43.6,['Wading River'],Wading River,1600000US3677772,40.9525,-72.814925,,36-77772,Q3476417,"['geoId/36', 'geoId/36103']",,geoId/36103,Suffolk County,,,,,,,,"Wading River CDP, New York",8100.0,36,77772,Wading River,1524486.0,36.0,103,Suffolk County, New York,8100.0,Census ACS5 Places
Farmingville,Suffolk County,13498759.0,55,427.0,330.0,427,332,geoId/3625417,14983.0,35.0,['Farmingville'],Farmingville,1600000US3625417,40.838978,-73.040463,db69a3ed-974f-4aba-a746-bb9f3e772e39,36-25417,Q941968,"['geoId/36', 'geoId/36103']",,geoId/36103,Suffolk County,,,,,,,,"Farmingville CDP, New York",16889.0,36,25417,Farmingville,1524486.0,36.0,103,Suffolk County, New York,16889.0,Census ACS5 Places
East Greenbush,Rensselaer County,155986406.0,54,147.0,333.0,147,333,geoId/3622117,16748.0,,['East Greenbush'],East Greenbush,,42.612222222222,-73.699444444444,,36-22117,Q986308,['geoId/36083'],,geoId/36083,Rensselaer County,712.0,"East Greenbush town, Rensselaer County, New York",16680.0, New York,Rensselaer County,22117,East Greenbush,"East Greenbush CDP, New York",6571.0,36,22106,East Greenbush,160943.0,36.0,083,Rensselaer County, New York,16680.0,Census ACS5 County Subdivision
Westhampton Beach,Suffolk County,42421618.0,53,290.0,334.0,290,334,geoId/3680181,2150.0,51.2,['Westhampton Beach'],Westhampton Beach,1600000US3680181,40.806972,-72.645072,,36-80181,Q3453197,"['geoId/36', 'geoId/36103', 'geoId/3668473', 'zip/11978']",11978,geoId/36103,Suffolk County,,,,,,,,"Westhampton Beach village, New York",2344.0,36,80181,Westhampton Beach,1524486.0,36.0,103,Suffolk County, New York,2344.0,Census ACS5 Places
Hudson Falls,Washington County,159233005.0,53,144.0,334.0,144,335,geoId/3635980,7428.0,41.7,['Hudson Falls'],Hudson Falls,1600000US3635980,43.302222222222,-73.580555555556,,36-35980,Q3458074,"['geoId/36', 'geoId/36115', 'zip/12839']",12839,geoId/36115,Washington County,,,,,,,,"Hudson Falls village, New York",7426.0,36,35980,Hudson Falls,61310.0,36.0,115,Washington County, New York,7426.0,Census ACS5 Places
Greenwich,Washington County,14704687.0,53,417.0,334.0,417,336,wikidataId/Q5604828,4868.0,,['Greenwich'],Greenwich,,43.1317,-73.4772,ee288814-6309-4705-bc14-88e1e308fcd2,,Q5604828,['geoId/36115'],,geoId/36115,Washington County,947.0,"Greenwich town, Washington County, New York",4867.0, New York,Washington County,30686,Greenwich,"Greenwich village, New York",1819.0,36,30675,Greenwich,61310.0,36.0,115,Washington County, New York,4867.0,Census ACS5 County Subdivision
Waterloo,Seneca County,52683914.0,53,269.0,334.0,269,337,geoId/3678564,7378.0,,['Waterloo'],Waterloo,,42.9036,-76.8594,b658612d-521b-4cdb-941e-b7218e8957b6,36-78564,Q7974211,['geoId/36099'],,geoId/36099,Seneca County,826.0,"Waterloo town, Seneca County, New York",7354.0, New York,Seneca County,78564,Waterloo,"Waterloo village, New York",4587.0,36,78553,Waterloo,33651.0,36.0,099,Seneca County, New York,7354.0,Census ACS5 County Subdivision
Elma,Erie County,57058722.0,53,257.0,334.0,257,338,,,,,,,,,,,,,,,,294.0,"Elma town, Erie County, New York",11692.0, New York,Erie County,24130,Elma,,,,,,951232.0,36.0,029,Erie County, New York,11692.0,Census ACS5 County Subdivision
Ardsley,Westchester County,5076136.0,53,527.0,334.0,527,339,geoId/3602506,5079.0,43.2,['Ardsley'],Ardsley,1600000US3602506,41.0114,-73.839289,fdaff4b7-303e-4854-b935-4c7c646a3de8,36-02506,Q3458180,"['geoId/36', 'geoId/36119']",,geoId/36119,Westchester County,,,,,,,,"Ardsley village, New York",5013.0,36,02506,Ardsley,997904.0,36.0,119,Westchester County, New York,5013.0,Census ACS5 Places
Bayport,Suffolk County,1709500.0,53,689.0,334.0,689,340,geoId/3604913,8609.0,43.5,['Bayport'],Bayport,1600000US3604913,40.745984,-73.0542,,36-04913,Q3460582,"['geoId/36', 'geoId/36103']",,geoId/36103,Suffolk County,,,,,,,,"Bayport CDP, New York",8918.0,36,04913,Bayport,1524486.0,36.0,103,Suffolk County, New York,8918.0,Census ACS5 Places
Nesconset,Suffolk County,23417166.0,52,357.0,341.0,357,341,geoId/3649825,13207.0,44.2,['Nesconset'],Nesconset,1600000US3649825,40.8461,-73.1506,,36-49825,Q3461978,"['geoId/36', 'geoId/36103']",,geoId/36103,Suffolk County,,,,,,,,"Nesconset CDP, New York",13549.0,36,49825,Nesconset,1524486.0,36.0,103,Suffolk County, New York,13549.0,Census ACS5 Places
